CommunityName,BeachName,BeachCountrycode,BeachRegionalSea,BeachLength_m,BeachLocation,BeachType,EventDate,EventType,NatRef,lon_x1,lat_y1,lon_x2,lat_y2,G1,G3,G4,G5,G7,G8,G9,G10,G11,G12,G13,G14,G15,G16,G17,G18,G19,G21,G22,G23,G24,G25,G26,G27,G28,G29,G30,G31,G32,G33,G34,G35,G36,G37,G40,G41,G42,G43,G44,G45,G46,G47,G49,G50,G52,G53,G54,G56,G57,G58,G59,G60,G62,G63,G64,G65,G66,G67,G68,G69,G70,G71,G72,G73,G76,G77,G79,G80,G82,G83,G84,G85,G86,G87,G88,G89,G90,G91,G92,G93,G95,G96,G97,G98,G99,G100,G101,G102,G124,G125,G126,G127,G128,G129,G130,G131,G132,G133,G134,G137,G138,G139,G140,G141,G142,G143,G144,G145,G147,G148,G150,G151,G152,G153,G154,G155,G156,G158,G159,G160,G161,G162,G163,G164,G165,G166,G167,G171,G172,G174,G175,G176,G177,G178,G179,G180,G181,G182,G184,G186,G187,G188,G189,G190,G191,G193,G194,G195,G198,G199,G200,G201,G202,G203,G204,G205,G206,G207,G208,G210,G211,G213
"Aarhus University, Denmark ","MSFD Pomlenakke, Falster",DK,Baltic Sea,100,Rural,Other (mixed),20190712,Monitoring,,12.123961764309032,54.805881753177545,12.124830010285642,54.8066318092434,,,,,,,,1,,,,,,,,,,,,,,,,2,,,1,,,2,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,1,,,1,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,1,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,
gBqsPxAZ,Strunjan,IT,Mediterranean Sea,728,Urban,Pebbels,20190128,Cleanup,,13.732617049415843,45.609026249207204,13.724640594496138,45.60557307863727,,6,3,,2,1,,4,,,,,,,,,,6,,,,,,6,,,4,,,,3,5,,,,,,,,17,,,,4,,91,,,,,,,,,,,,,,,,,,62,5,,,,55,,,,,,,,,,,,57,,,,,,,,1,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,
Plastic Change,Roskilde Vig Syd,DK,North-east Atlantic Ocean,100,Rural,Pebbels,20190402,Cleanup,,12.064630720365743,55.65605699979255,12.06613100031502,55.655750000074256,0,7,2,0,2,0,1,1,0,0,0,0,0,0,,0,,5,0,0,0,0,1,10,0,0,21,0,1,0,0,2,0,0,0,0,,0,,0,,,7,7,2,1,1,1,0,1,0,0,0,0,0,0,1,5,3,0,0,0,0,1,4,,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,1,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,,,,3,0,0,0
Surfrider Foundation Europe,"1 All?e des Foulques, 31200 Toulouse, France",,Unknown,1800,,,20190126,Cleanup,,1.4187695,43.6478398,1.4187695,43.64783980650017,,10,,,10,15,,25,,,3,,,,,,,,,,,,,150,,,5,,,4,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,22,,,1000,,,,,,,,,,,,,,,1,,40,,,,,,,,3,,,0
Surfrider Foundation Europe,"64200 Biarritz, France",FR,North-east Atlantic Ocean,150,,,20190923,Cleanup,,-1.558626,43.483151899999996,-1.558626,43.48315190651797,,6,,,2,,,9,,,,,,,,,,16,,,,,1,178,,,40,100,,3,,2,,,,,,,,,,,,2,,,,11,,,,,,,,,,,,,1,,,,,,399,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,1,,,8,,,,,,,,,,,,,,,4,,1,,,,,,,,21,,,0
Plastic Change,Hellerup Strand,DK,North-east Atlantic Ocean,93,,,20190321,Cleanup,,12.582322600136113,55.73262990395111,12.582255226489803,55.733464467269236,0,0,4,0,0,0,0,1,0,0,0,0,0,0,,0,,8,0,1,1,2,0,47,1,0,4,0,1,0,1,4,0,0,1,0,,0,,0,,,0,6,0,0,1,0,0,0,0,0,0,0,0,0,2,2,6,0,0,0,0,0,7,,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,2,1,0,0,0,0,,,0,0,0,0,0,0,0,0,2,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,44,0,0,0
UkrSCES Institution,Beach in the Karolino-Bugaz (1),UA,Black Sea,108,Rural,Sandy,20200309,Monitoring,,30.53430999999945,46.13758999999919,30.533299999999464,46.1369099999992,,16,,17,7,2,,,,,,,,,,,,24,,7,1,,,,,,,,3,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,5,,,,,,,,,,,1,,,,,,1,,,,,,1,,1,,,,,,,,,,,,3,,5,,,,51,,,,,,,,,7,,,,,,,,,,,,,,,,,8,,,,,,,,,,,
gBqsPxAZ,Widemouth Bay,UK,North-east Atlantic Ocean,515,,,20190127,Cleanup,,-4.558868698406448,50.79215429466245,-4.559095704475368,50.787519474663114,,0,0,,0,1,,0,,,,,,,,,,0,,,,,,0,,,0,,,,0,0,,,,,,,,0,,,,35,,0,,,,,,,,,,,,,,,3,,,0,0,,,,0,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
Surfrider Foundation Europe,"37 Lotissement Calanques du Pin de Galle, 83220 Le Pradet, France",FR,Mediterranean Sea,150,,,20190608,Cleanup,,6.005785500000001,43.1043212,6.005785500000001,43.104321206558694,,1,,,,,,5,,,1,,,,,,,2,,,,,,35,,,1,,,2,1,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,10,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,3,,,,,,,,10,,,0
gBqsPxAZ,Kvavilnari,GE,Black Sea,50,Near river mouth,Sandy,20191122,Monitoring,GEO.2.R08.26.28.01.049 (national cadastral code),41.75558901838657,42.011130539944595,41.755758125340506,42.01069444508964,,,4,,,205,20,,6,,,6,1,,1,2,,58,,,,,5,,1,,2,,7,2,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,22,,1,2,,,,,,,,,,,,,,,,,2,,,,,,,16,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,7,,,,,,,,,,,,,,,,,,,4,,4,,,,,,,,22,
Surfrider Foundation Europe,"Calle Astillero, 12, 33430 Cand?s, Asturias, Espagne",ES,North-east Atlantic Ocean,750,,,20190427,Cleanup,,-5.762957000000001,43.5888388,-5.762957000000001,43.58883880650655,,12,,,4,3,,1,,,1,,,,,,,10,,,,,,276,,,16,24,3,1,3,36,,,,,,,,,7,,,100,,,,50,,,1,,,,,,,,,,,1,,,,,10,,6,,,,,,,,,,,,5,,,,,1,,,,2,,,,,1,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,1,,,,,,,,,,14,,,0
Surfrider Foundation Europe,"Unnamed Road, 85560, Longeville-sur-Mer, France",,North-east Atlantic Ocean,4000,,,20190922,Cleanup,,-1.4886839,46.42416899999999,-1.4886839,46.42416900619221,,50,,,18,12,,200,,,1,,,,,,,28,,,,,2,307,,,,5,6,6,,10,,,,,,,,,25,,,300,,,,200,,,,,,,,,,,,,,7,,,,,,,31,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,9,,,37,,,,,,,,,,,,,,,,,60,,,,,,,,,,,0
gBqsPxAZ,Woodland Park,,Unknown,426,Urban,Other (mixed),20190217,Cleanup,,25.516533542854052,-33.964750855416085,25.518478750278728,-33.96313752118341,,,4,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,2,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,8,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Surfrider Foundation Europe,"Unnamed Road, 20131 Pianottoli-Caldarello, France",FR,Mediterranean Sea,3000,,,20190816,Cleanup,,9.049045,41.461084,9.049045,41.46108400673202,,50,,,10,10,,,,,10,,,,,,,10,,,,,10,,,,50,20,,,,10,,,,,,,,,,,,,,,,10,,,2,,,,,,,,,,5,5,,,,,250,,50,,,,,,,,,,,,10,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Surfrider Foundation Europe,"58 Rue de la R?publique, 69002 Lyon, France",,Unknown,750,,,20190519,Cleanup,,4.834589,45.75895559999999,4.834589,45.75895560626735,,51,,,3,,,12,,,3,,,,,,,15,,,,,2,4884,,,58,5,1,2,4,7,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,5,,,166,,,,,,,,,,,,,,,79,,,,,,,,,,21,,,0
Surfrider Foundation Europe,"Cami de Muntanyars, 37, 46012 Val?ncia, Valencia, Espagne",ES,Mediterranean Sea,350,,,20191109,Cleanup,,-0.33475000000000005,39.41958999999999,-0.33475000000000005,39.41959000693962,,501,,,41,48,,,,,4,,,,,,,371,,,,,12,3587,,,113,349,2,,,244,,,,,,,,,,,,250,,,,247,,,,,,,,,,,,,,,,,,,3401,,,,,,,,,,,,,,401,,,,,,,,,,,,,,,,,,,,,,,,,,226,,,,,,,,,,,,,,,,,,,,,,,,191,,,,,,,,,,,,,,,,,,,,3,,,,,,,,75,,,0
Surfrider Foundation Europe,"Unnamed Road, 40600 Biscarrosse, France",,North-east Atlantic Ocean,2000,,,20190523,Cleanup,,-1.2453721,44.45884499999998,-1.2453721,44.45884500641174,,112,,,,44,,52,,,44,,,,,,,63,,,,,,64,,,52,,,,,12,,,,,,,,,,,,,,,,197,,,,,,,,,,,,,,,,,,,741,,180,,,,,,,,,,,,54,,,,,34,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,0
Surfrider Foundation Europe,"Unnamed Road, 40220 Tarnos, France",,North-east Atlantic Ocean,150,,,20190701,Cleanup,,-1.4676394,43.5465009,-1.4676394,43.54650090651112,,39,,,,5,,,,,,,,,,,,45,,,,,1,114,,,95,4,13,11,4,14,,,,,,,,,,,,35,,,,81,,,11,,,,,,,,,,11,,,,,,263,,31,,,,,,,,,,,,85,,,,,14,,,,5,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,0
Surfrider Foundation Europe,"49 Rue du Dr Mic?, 64500 Ciboure, France",FR,North-east Atlantic Ocean,750,,,20190618,Cleanup,,-1.6753734,43.387672499999994,-1.6753734,43.387672506528254,,22,,,5,2,,23,,,5,,,,,,,10,,,,,,152,,,7,10,8,13,4,4,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,3,1,,,,,78,,,,,,,,,,,,,,3,,,,,1,,,,,,,,,3,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,6,,2,,,,,,,,33,,,0
"Aarhus University, Denmark ",MSFD Langerak,DK,North-east Atlantic Ocean,100,Rural,Sandy,20200926,Monitoring,,10.14330978837202,57.02887660067557,10.142177829367327,57.02952727618277,,2,3,,,,,6,,,,,,,1,,,5,4,1,,2,,,,,17,1,,3,,,,,,,,,,,,,,14,,,,,,,,,,,,,5,32,,,8,,1,20,,,85,,5,,,,,2,,,,,,,6,3,,,,,,,7,1,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,1,,4,1,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,,,1,,,
Surfrider Foundation Europe,"Centre Commercial Auchan, 86100 Ch?tellerault, France",,Unknown,4000,,,20190913,Cleanup,,0.5280848,46.797998400000004,0.5280848,46.79799840614962,,11,,,,68,,24,,,68,,,,,,,9,,,,,,9,,,,,,8,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,74,,20,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,4,,,,,,,,,,,,,,,,,35,,,,,,,,,,,0
Surfrider Foundation Europe,"Passeig Mar?tim de la Barceloneta, 10, 08003 Barcelona, Espagne",ES,Mediterranean Sea,150,,,20191106,Cleanup,,2.1945727,41.3825288,2.1945727,41.382528806740176,,28,,,15,26,,,,,,,,,,,,30,,,,,,,,,26,,,18,,8,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,63,,,,,,,,,,,,,,,,,,,,6,,,,,,,,6,,,0
Surfrider Foundation Europe,"36 Boulevard du Midi Louise Moreau, 06150 Cannes, France",,Mediterranean Sea,2000,,,20190323,Cleanup,,6.9579114,43.53945989999999,6.9579114,43.53945990651188,,3,,,30,20,,20,,,,,,,,,,20,,,,,,100,,,10,20,,,3,10,,,,,,,,,,,,10,,,,5,,,5,,,,,,,,,,,,,,,,100,,50,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,10,,30,,,,,,,,,,,0
Surfrider Foundation Europe,"sous le Pont Gallieni, 10 Avenue Leclerc, 69007 Lyon, France",,Unknown,1100,,,20190517,Cleanup,,4.8328733999999995,45.746339199999994,4.8328733999999995,45.746339206268765,,,,,1,,,279,,,1,,,,,,,10,,,,,,3302,,,,,,,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3302,,14,,,,,,,,,,,,10,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,608,,,,,,,,,,,0
Surfrider Foundation Europe,"Passeig de la Ribera, 14, 08870 Sitges, Barcelona, Spain",ES,Mediterranean Sea,150,,,20191218,Cleanup,,1.8096479,41.2351316,1.8096479,41.23513160675543,,,,,6,4,,,,,,,,,,,,60,,,,,2,250,,,,5,6,6,27,18,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,,,,,,,,,,,,,,,,,,,,17,,,27,,,,,,,,,,,,,,,,,5,,,,,,,,,,,0
Surfrider Foundation Europe,"Place de l'Accueil 10, 1348 Ottignies-Louvain-la-Neuve, Belgique",,Unknown,3000,,,20190526,Cleanup,,4.6177932,50.6714831,4.6177932,50.67148310569322,,174,,,6,,,379,,,15,,,,,,,86,,,,,34,193,,,,,9,18,25,113,,,,,,,,,,,,,,,,1,,,2,,,,,,,,,,,4,,,,,89,,203,,,,,,,,,,,,59,,,,,8,,,,8,,,,,1,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,96,,,75,,,,,,,,,,,,,,,,,58,,,,,,,,12,,,0
Surfrider Foundation Europe,"Parc du Champ de Mars, Avenue de la R?publique, 68000 Colmar, France",,Unknown,150,,,20190519,Cleanup,,7.3527754,48.07559419999999,7.3527754,48.07559420600208,,4,,,2,3,,23,,,,,,,,,,43,,,,,4,930,,,116,5,,7,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,2,,,,,2,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,11,,,,,,,,,,,,,,,,,2,,,,,,,,4,,,0
Surfrider Foundation Europe,"Unnamed Road, 20228 Pino, France",,Mediterranean Sea,150,,,20190710,Cleanup,,9.351054,42.90998799999999,9.351054,42.909988006579475,,,,,3,,,,,,,,,,,,,3,,,,,,83,,,,22,3,,,22,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,38,1,,,,,517,,8,,,,,,,,,,,,153,,,,,2,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,0
Surfrider Foundation Europe,"9 Avenue Jeanne d'Arc, 33460 Margaux, France",,Unknown,10000,,,20190505,Cleanup,,-0.6783533,45.040735099999985,-0.6783533,45.040735106347526,,50,,,25,60,,10,,,2,,,,,,,,,,,,,500,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,5,,,,,,50,,5,,,,,,,,,,,,20,,,,,1,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,129,,,232,,,,,,,,,,,,,,,10,,15,,,,,,,,30,,,0
EMBLAS,Ureki,,Black Sea,59,Urban,Sandy,20200809,Cleanup,,41.759569387833494,41.99489987051254,41.7597076210976,41.99437463732402,,52,,,7,,,,,,,,,,,,,35,,,2,,,,,,20,2,8,3,,7,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,76,,114,,,,,,,,,,,,,2,2,,,,,3,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,
Surfrider Foundation Europe,"1 Quai de Rance, 35430 Saint-Suliac, France",,North-east Atlantic Ocean,1500,,,20190808,Cleanup,,-1.974764,48.5696569,-1.974764,48.569656905944235,,150,,,1,4,,18,,,,,,,,,,25,,,,,,800,,,150,45,,20,15,20,,,,,,,,,,,,50,,,,10,,,5,,,,,,,,,,,3,,,,,45,,10,,,,,,,,,,,,5,,,,,5,,,,5,,,,,,,,,,,,,,,,,5,5,,,,,,,,,,,,,,,,,,,,,,,2,,,25,,,,,,,,,,,,,,,30,,10,,,,,,,,40,,,0
Surfrider Foundation Europe,"Quartier La, Marais de la Pointe, 40130 Capbreton, France",,North-east Atlantic Ocean,150,,,20191015,Cleanup,,-1.4413461999999997,43.62245269999999,-1.4413461999999997,43.622452706502905,,,,,3,14,,50,,,8,,,,,,,15,,,,,6,100,,,26,14,9,4,,6,,,,,,,,,6,,,17,,,,2,,,,,,,,,,,,,7,4,,,,,150,,10,,,,,,,,,,,,80,,,,,14,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,0
Surfrider Foundation Europe,"Chemin du Pont de Meyzieu, 69330 Meyzieu, France",,Unknown,2500,,,20190519,Cleanup,,5.005405,45.791803,5.005405,45.79180300626366,,,,,5,8,,20,,,1,,,,,,,5,,,,,,1,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,6,,1,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,5,,,8,,,,,,,,,,,,,,,6,,1,,,,,,,,25,,,0
CleanPiterCoast,Lahta,RU,Baltic Sea,107,Urban,Other (mixed),20190624,Cleanup,,30.14859505809734,59.9881316215059,30.146677940093305,59.98824686707953,,4,3,,1,1,2,2,,,,,,,,,,1,1,,,,,49,,,21,,18,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,8,,,,,14,,,,,,,11,,,,,4,4,,,,,,,7,13,,,,,,,,1,,,,,,,,,1,13,11,4,,,3,,,1,32,7,,,,,,,,,,,,,,,1,6,29,,,,,1,,,,,,,,,,,32,,,,,,,,,,,
"Aarhus University, Denmark ","MSFD Pomlenakke, Falster",DK,Baltic Sea,100,Rural,Other (mixed),20190922,Monitoring,,12.123961764309032,54.805881753177545,12.124830010285642,54.8066318092434,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,2,,,,,1,,
SOI,Maliy Ahun,RU,Black Sea,104,Rural,Pebbels,20201127,Cleanup,,39.822571923770724,43.53088316559879,39.82374141222421,43.53048064731584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KYMA,Ladiou Beach,GR,Mediterranean Sea,36,Rural,Sandy,20190523,Cleanup,,24.35678307722698,37.680730762987245,24.35646920579547,37.68052964010085,,,,,39,,,,1,,,,,,,,,276,,,,1,18,,,,,41,,16,,35,,,,,,,,,,,,,,,,,,,173,,22,,,,,70,,,,,,,,,801,5,117,,,,,,,,,,,,,,,,2,,,,22,7,,,,,,,,,28,,5,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,3,,,,,,,,,,,,,,,,,,6,,,,,,,,,,5,,,
MELTEMI BalkanMed,Komi A,GR,Mediterranean Sea,104,Rural,Sandy,20190718,Monitoring,,26.04161999999956,38.20060599999934,26.04269999999959,38.201000999999344,,1,,,1,,,1,1,,,,,,,,,8,,3,,27,1,137,,,11,3,1,2,1,27,2,1,,,,,,,,,6,3,,,,,,,3,,,,,,1,1,,,,,,6,,,28,1,4,,,,,,,,,,,2,3,8,,,,1,,1,,11,,,,,,,,,6,,,,,,,,,,,2,,,,,,,8,36,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,3,
Mare Nostrum,Eforie,RO,Black Sea,105,Urban,Sandy,20201106,Monitoring,RO000004,28.644980000148177,44.04619999975256,28.64536000008976,44.04529999972288,,1,46,3,3,,,4,1,,,,,,,,,50,6,21,14,1,,998,,,213,5,4,26,12,48,11,27,,,,,,,,,,10,,,,,,,,1,3,,,1,10,1,,,,,,19,,,130,,41,,,,,1,,1,,,,,57,,,,1,,,,28,1,,,,,,1,,,3,2,,,,,3,,2,36,,,,,1,33,,,,105,4,,22,,,,6,,,11,,,,,5,31,,,,,,1,,,,,6,,,,12,1,2,,,,60,,,,59,,2,
Surfrider Foundation Europe,"Rue Des Combattants - Immeuble Imp?rial, 30240 Le Grau-du-Roi, France",FR,Mediterranean Sea,350,,,20190924,Cleanup,,4.137078,43.536605,4.137078,43.536605006512204,,5,,,4,1,,5,,,1,,,,,,,10,,,,,,500,,,10,2,2,,,,,,,,,,,,,,,3,,,,5,,,,,,,,,,,,,,4,,,,,5,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,3,,,5,,,,,,,,,,,,,,,5,,5,,,,,,,,50,,,0
"Aarhus University, Denmark ",MSFD Nymindegab,DK,North-east Atlantic Ocean,100,Rural,Sandy,20190417,Monitoring,,8.163800428153905,55.841436811772645,8.16400913643878,55.84054877552571,,2,1,,,2,,2,,1,,,,,,,,2,,,,,,,,,1,,,1,,,,,,,,1,,,,,1,4,,2,,1,1,,,,,,,,1,,,,,,,1,,,5,,,,,,,,,,,,,,,,,,,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
Plastic Change,Aarhus Strand ved Varna Palæet,,Baltic Sea,112,Urban,Pebbels,20190123,Cleanup,,10.218492439140173,56.12485494384587,10.219362253575282,56.123966999013,0,1,0,0,2,0,0,0,0,0,0,0,0,0,,0,,1,0,2,1,8,1,1,0,0,0,0,0,1,2,2,0,0,0,0,,0,,,,,1,4,0,1,0,8,0,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,,,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,2,1,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,5,0,0,0
"Aarhus University, Denmark ",MSFD Kofoeds enge,DK,Baltic Sea,99,Rural,Sandy,20190415,Monitoring,,12.576667534348767,55.557674883681656,12.575087175880132,55.557611412989964,,1,1,,,,,,,,,,,,,,,,,,,1,,,,1,2,,,1,,,,,,,,,,,,,,8,,,,,,,,,,,,,1,,1,,7,1,,6,,,21,,2,,,,,1,,,,,,,,1,,,,,,,2,,,,1,,,,,,,,,,,,1,,,2,,,,,,,,,2,,,,,,,,,,,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,
Surfrider Foundation Europe,"Route de la Fontaine Blanche, 78280 Guyancourt, France",,Unknown,4000,,,20190519,Cleanup,,2.0832584,48.78490660000001,2.0832584,48.78490660591889,,10,,,20,5,,23,,,1,,,,,,,79,,,,,14,76,,,1,31,6,15,1,10,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,1,,,,,36,,2,,,,,,,,,,,,5,,,,,3,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,4,,,15,,,,,,,,,,,,,,,40,,19,,,,,,,,23,,,0
Surfrider Foundation Europe,"Feu Aval de la Digue du Port, Quai de l'Infante, 64500 Saint-Jean-de-Luz, France",FR,North-east Atlantic Ocean,350,,,20190723,Cleanup,,-1.6688477,43.387699999999995,-1.6688477,43.387700006528256,,25,,,2,13,,,,,,,,,,,,10,,,,,2,70,,,10,2,,5,,2,,,,,,,,,7,,,40,,,,10,,,20,,,,,,,,,,,,,,,,10,,4,,,,,,,,,,,,,,,,,5,,,,,,,,,1,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,6,,,5,,,,,,,,,,,,,,,2,,4,,,,,,,,30,,,0
Surfrider Foundation Europe,"1237 Route de la Barre, 40220 Tarnos, France",,North-east Atlantic Ocean,750,,,20190330,Cleanup,,-4.3811545,48.39180230000001,-4.3811545,48.391802305965115,,5,,,12,11,,13,,,,,,,,,,144,,,,,3,20,,,202,33,1,17,,14,,,,,,,,,15,,,900,,,,97,,,200,,,,,,,,,,8,6,,,,,780,,92,,,,,,,,,,,,1,,,,,10,,,,3,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,10,,,8,,,,,,,,,,,,,,,8,,15,,,,,,,,740,,,0
gBqsPxAZ,Woodland Park,,Unknown,426,Urban,Other (mixed),20190217,Cleanup,,25.516533542854052,-33.964750855416085,25.518478750278728,-33.96313752118341,,,,,,2,,,,,,,,,,,,1,,,,,,8,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,1,,,
